,nOfCon,nOfM,Dc,sAEC,infScore,confidence_int_95
451,1,26,600,5000,0.0252,0.0043443929457635385
452,1,26,600,15000,0.001,0.0008761002682341788
453,1,26,600,50000,0.0002,0.00039196079803980395
454,1,26,600,150000,0.0,0.0
455,1,26,600,500000,0.0,0.0
456,1,26,2000,1500,0.1746,0.01052265716769296
457,1,26,2000,5000,0.1146,0.00882943953537256
458,1,26,2000,15000,0.0346,0.005065971775365512
459,1,26,2000,50000,0.0016,0.0011078560830721652
460,1,26,2000,150000,0.0,0.0
461,1,26,2000,500000,0.0,0.0
462,1,26,6000,1500,0.1918,0.010913267327578849
463,1,26,6000,5000,0.1692,0.010392487061103323
464,1,26,6000,15000,0.1146,0.00882943953537256
465,1,26,6000,50000,0.0272,0.004508865725567795
466,1,26,6000,150000,0.0016,0.0011078560830721652
467,1,26,6000,500000,0.0002,0.00039196079803980395
468,1,28,20,1500,0.0002,0.00039196079803980395
469,1,28,20,5000,0.0,0.0
470,1,28,20,15000,0.0,0.0
471,1,28,20,50000,0.0002,0.00039196079803980395
472,1,28,20,150000,0.0,0.0
473,1,28,20,500000,0.0,0.0
474,1,28,60,1500,0.0012,0.0009596236862437275
475,1,28,60,5000,0.0002,0.00039196079803980395
476,1,28,60,15000,0.0,0.0
477,1,28,60,50000,0.0,0.0
478,1,28,60,150000,0.0002,0.00039196079803980395
479,1,28,60,500000,0.0,0.0
480,1,28,200,1500,0.0308,0.004789091449868127
481,1,28,200,5000,0.0008,0.0007836863372548995
482,1,28,200,15000,0.0,0.0
483,1,28,200,50000,0.0002,0.00039196079803980395
484,1,28,200,150000,0.0,0.0
485,1,28,200,500000,0.0,0.0
486,1,28,600,1500,0.0898,0.007924605528807097
487,1,28,600,5000,0.0178,0.003665059548111053
488,1,28,600,15000,0.0008,0.0007836863372548995
489,1,28,600,50000,0.0002,0.00039196079803980395
490,1,28,600,150000,0.0,0.0
491,1,28,600,500000,0.0,0.0
492,1,28,2000,1500,0.1466,0.009804249926475762
493,1,28,2000,5000,0.0934,0.0080658912948787
494,1,28,2000,15000,0.0228,0.0041374258339213765
495,1,28,2000,50000,0.0008,0.0007836863372548995
496,1,28,2000,150000,0.0,0.0
497,1,28,2000,500000,0.0,0.0
498,1,28,6000,1500,0.1562,0.010063089713363386
499,1,28,6000,5000,0.143,0.0097035243246977
500,1,28,6000,15000,0.09,0.00793255368718044
501,1,28,6000,50000,0.0172,0.0036038596270110187
502,1,28,6000,150000,0.0012,0.0009596236862437275
503,1,28,6000,500000,0.0,0.0
504,1,30,20,1500,0.0,0.0
505,1,30,20,5000,0.0,0.0
506,1,30,20,15000,0.0002,0.00039196079803980395
507,1,30,20,50000,0.0,0.0
508,1,30,20,150000,0.0,0.0
509,1,30,20,500000,0.0,0.0
510,1,30,60,1500,0.0012,0.0009596236862437275
511,1,30,60,5000,0.0002,0.00039196079803980395
512,1,30,60,15000,0.0,0.0
513,1,30,60,50000,0.0,0.0
514,1,30,60,150000,0.0,0.0
515,1,30,60,500000,0.0,0.0
516,1,30,200,1500,0.0248,0.004310659864475507
517,1,30,200,5000,0.0022,0.001298686001772561
518,1,30,200,15000,0.0,0.0
519,1,30,200,50000,0.0,0.0
520,1,30,200,150000,0.0,0.0
521,1,30,200,500000,0.0,0.0
522,1,30,600,1500,0.079,0.007476777038269899
523,1,30,600,5000,0.0174,0.003624382904274878
524,1,30,600,15000,0.0008,0.0007836863372548995
525,1,30,600,50000,0.0002,0.00039196079803980395
526,1,30,600,150000,0.0,0.0
527,1,30,600,500000,0.0002,0.00039196079803980395
528,1,30,2000,1500,0.1284,0.00927282773596059
529,1,30,2000,5000,0.0762,0.007354235515619554
530,1,30,2000,15000,0.0214,0.004011257679681025
531,1,30,2000,50000,0.0004,0.0005542608310173108
532,1,30,2000,150000,0.0,0.0
533,1,30,2000,500000,0.0,0.0
534,1,30,6000,1500,0.1554,0.010042043885026594
535,1,30,6000,5000,0.1164,0.008889460672774248
536,1,30,6000,15000,0.0802,0.007528439348709664
537,1,30,6000,50000,0.0172,0.0036038596270110187
538,1,30,6000,150000,0.0006,0.0006787601968294841
539,1,30,6000,500000,0.0002,0.00039196079803980395
540,1,32,20,1500,0.0,0.0
541,1,32,20,5000,0.0,0.0
542,1,32,20,15000,0.0,0.0
543,1,32,20,50000,0.0,0.0
544,1,32,20,150000,0.0,0.0
545,1,32,20,500000,0.0,0.0
546,1,32,60,1500,0.0002,0.00039196079803980395
547,1,32,60,5000,0.0,0.0
548,1,32,60,15000,0.0,0.0
549,1,32,60,50000,0.0,0.0
550,1,32,60,150000,0.0002,0.00039196079803980395
551,1,32,60,500000,0.0,0.0
552,1,32,200,1500,0.0182,0.003705256493577739
553,1,32,200,5000,0.0,0.0
554,1,32,200,15000,0.0,0.0
555,1,32,200,50000,0.0,0.0
556,1,32,200,150000,0.0,0.0
557,1,32,200,500000,0.0,0.0
558,1,32,600,1500,0.0642,0.006794071353408058
559,1,32,600,5000,0.0122,0.0030428846923930587
560,1,32,600,15000,0.0006,0.0006787601968294841
561,1,32,600,50000,0.0,0.0
562,1,32,600,150000,0.0,0.0
563,1,32,600,500000,0.0,0.0
564,1,32,2000,1500,0.1032,0.008432545973974883
565,1,32,2000,5000,0.064,0.006784205279913042
566,1,32,2000,15000,0.0142,0.0032795152012454524
567,1,32,2000,50000,0.0002,0.00039196079803980395
568,1,32,2000,150000,0.0,0.0
569,1,32,2000,500000,0.0004,0.0005542608310173108
570,1,32,6000,1500,0.123,0.009103814954182669
571,1,32,6000,5000,0.103,0.008425310268470829
572,1,32,6000,15000,0.0688,0.007015954630640081
573,1,32,6000,50000,0.0114,0.0029426173949054267
574,1,32,6000,150000,0.0004,0.0005542608310173108
575,1,32,6000,500000,0.0,0.0
576,1,34,20,1500,0.0,0.0
577,1,34,20,5000,0.0,0.0
578,1,34,20,15000,0.0,0.0
579,1,34,20,50000,0.0002,0.00039196079803980395
580,1,34,20,150000,0.0,0.0
581,1,34,20,500000,0.0,0.0
582,1,34,60,1500,0.001,0.0008761002682341788
583,1,34,60,5000,0.0002,0.00039196079803980395
584,1,34,60,15000,0.0,0.0
585,1,34,60,50000,0.0,0.0
586,1,34,60,150000,0.0,0.0
587,1,34,60,500000,0.0,0.0
588,1,34,200,1500,0.0138,0.0032336507447774873
589,1,34,200,5000,0.0002,0.00039196079803980395
590,1,34,200,15000,0.0,0.0
591,1,34,200,50000,0.0,0.0
592,1,34,200,150000,0.0002,0.00039196079803980395
593,1,34,200,500000,0.0002,0.00039196079803980395
594,1,34,600,1500,0.0574,0.006447490829524304
595,1,34,600,5000,0.0072,0.002343517503924389
596,1,34,600,15000,0.0002,0.00039196079803980395
597,1,34,600,50000,0.0,0.0
598,1,34,600,150000,0.0002,0.00039196079803980395
599,1,34,600,500000,0.0,0.0
600,1,34,2000,1500,0.0974,0.008218606971792726
601,1,34,2000,5000,0.0516,0.006131852403703141
602,1,34,2000,15000,0.0102,0.002785126206691539
603,1,34,2000,50000,0.0,0.0
604,1,34,2000,150000,0.0,0.0
605,1,34,2000,500000,0.0,0.0
606,1,34,6000,1500,0.103,0.008425310268470829
607,1,34,6000,5000,0.086,0.007771294955153871
608,1,34,6000,15000,0.0488,0.005971960148828858
609,1,34,6000,50000,0.0068,0.0022779483934452943
610,1,34,6000,150000,0.0,0.0
611,1,34,6000,500000,0.0,0.0
612,1,36,20,1500,0.0002,0.00039196079803980395
613,1,36,20,5000,0.0,0.0
614,1,36,20,15000,0.0,0.0
615,1,36,20,50000,0.0,0.0
616,1,36,20,150000,0.0,0.0
617,1,36,20,500000,0.0,0.0
618,1,36,60,1500,0.0002,0.00039196079803980395
619,1,36,60,5000,0.0002,0.00039196079803980395
620,1,36,60,15000,0.0,0.0
621,1,36,60,50000,0.0,0.0
622,1,36,60,150000,0.0,0.0
623,1,36,60,500000,0.0,0.0
624,1,36,200,1500,0.0118,0.0029931914611664922
625,1,36,200,5000,0.0002,0.00039196079803980395
626,1,36,200,15000,0.0,0.0
627,1,36,200,50000,0.0,0.0
628,1,36,200,150000,0.0,0.0
629,1,36,200,500000,0.0,0.0
630,1,36,600,1500,0.0474,0.005890003171204579
631,1,36,600,5000,0.0042,0.0017925933267754848
632,1,36,600,15000,0.0004,0.0005542608310173108
633,1,36,600,50000,0.0,0.0
634,1,36,600,150000,0.0,0.0
635,1,36,600,500000,0.0,0.0
636,1,36,2000,1500,0.0778,0.00742460625024654
637,1,36,2000,5000,0.0422,0.005572687772628214
638,1,36,2000,15000,0.0084,0.0025297579609124664
639,1,36,2000,50000,0.0004,0.0005542608310173108
640,1,36,2000,150000,0.0,0.0
641,1,36,2000,500000,0.0,0.0
642,1,36,6000,1500,0.0944,0.008104482209543061
643,1,36,6000,5000,0.0718,0.007155732108121433
644,1,36,6000,15000,0.0432,0.0056353841469060474
645,1,36,6000,50000,0.0074,0.0023756040909208758
646,1,36,6000,150000,0.0,0.0
647,1,36,6000,500000,0.0,0.0
648,1,38,20,1500,0.0,0.0
649,1,38,20,5000,0.0,0.0
650,1,38,20,15000,0.0002,0.00039196079803980395
651,1,38,20,50000,0.0,0.0
652,1,38,20,150000,0.0,0.0
653,1,38,20,500000,0.0,0.0
654,1,38,60,1500,0.0004,0.0005542608310173108
655,1,38,60,5000,0.0,0.0
656,1,38,60,15000,0.0002,0.00039196079803980395
657,1,38,60,50000,0.0,0.0
658,1,38,60,150000,0.0,0.0
659,1,38,60,500000,0.0,0.0
660,1,38,200,1500,0.0086,0.002559438815990724
661,1,38,200,5000,0.0004,0.0005542608310173108
662,1,38,200,15000,0.0,0.0
663,1,38,200,50000,0.0002,0.00039196079803980395
664,1,38,200,150000,0.0,0.0
665,1,38,200,500000,0.0,0.0
666,1,38,600,1500,0.0344,0.0050518322265095065
667,1,38,600,5000,0.0038,0.001705438787878357
668,1,38,600,15000,0.0002,0.00039196079803980395
669,1,38,600,50000,0.0,0.0
670,1,38,600,150000,0.0,0.0
671,1,38,600,500000,0.0002,0.00039196079803980395
672,1,38,2000,1500,0.0706,0.007100268200906217
673,1,38,2000,5000,0.036,0.005163698023703555
674,1,38,2000,15000,0.008,0.002469288869290104
675,1,38,2000,50000,0.0,0.0
676,1,38,2000,150000,0.0,0.0
677,1,38,2000,500000,0.0,0.0
678,1,38,6000,1500,0.0796,0.007502671094270359
679,1,38,6000,5000,0.0652,0.006843120994633954
680,1,38,6000,15000,0.0392,0.005379359883406203
681,1,38,6000,50000,0.0052,0.0019936119550203347
682,1,38,6000,150000,0.0002,0.00039196079803980395
683,1,38,6000,500000,0.0,0.0
684,1,40,20,1500,0.0002,0.00039196079803980395
685,1,40,20,5000,0.0,0.0
686,1,40,20,15000,0.0,0.0
687,1,40,20,50000,0.0002,0.00039196079803980395
688,1,40,20,150000,0.0,0.0
689,1,40,20,500000,0.0,0.0
690,1,40,60,1500,0.0,0.0
691,1,40,60,5000,0.0,0.0
692,1,40,60,15000,0.0,0.0
693,1,40,60,50000,0.0,0.0
694,1,40,60,150000,0.0,0.0
695,1,40,60,500000,0.0,0.0
696,1,40,200,1500,0.0076,0.002407250264679599
697,1,40,200,5000,0.0,0.0
698,1,40,200,15000,0.0,0.0
699,1,40,200,50000,0.0,0.0
700,1,40,200,150000,0.0,0.0
701,1,40,200,500000,0.0,0.0
702,1,40,600,1500,0.0292,0.004666888003284415
703,1,40,600,5000,0.0024,0.0013562973408511865
704,1,40,600,15000,0.0002,0.00039196079803980395
705,1,40,600,50000,0.0,0.0
706,1,40,600,150000,0.0,0.0
707,1,40,600,500000,0.0,0.0
708,1,40,2000,1500,0.0578,0.006468544025605763
709,1,40,2000,5000,0.0334,0.004980439834070882
710,1,40,2000,15000,0.0046,0.0018756370514574508
711,1,40,2000,50000,0.0,0.0
712,1,40,2000,150000,0.0,0.0
713,1,40,2000,500000,0.0,0.0
714,1,40,6000,1500,0.0754,0.007318695639852773
715,1,40,6000,5000,0.059,0.006531183512963022
716,1,40,6000,15000,0.0322,0.004893187007585138
717,1,40,6000,50000,0.0024,0.0013562973408511865
718,1,40,6000,150000,0.0,0.0
719,1,40,6000,500000,0.0,0.0
720,1,42,20,1500,0.0,0.0
721,1,42,20,5000,0.0,0.0
722,1,42,20,15000,0.0,0.0
723,1,42,20,50000,0.0,0.0
724,1,42,20,150000,0.0,0.0
725,1,42,20,500000,0.0,0.0
726,1,42,60,1500,0.0006,0.0006787601968294841
727,1,42,60,5000,0.0,0.0
728,1,42,60,15000,0.0,0.0
729,1,42,60,50000,0.0,0.0
730,1,42,60,150000,0.0002,0.00039196079803980395
731,1,42,60,500000,0.0,0.0
732,1,42,200,1500,0.0044,0.0018345935039675684
733,1,42,200,5000,0.0002,0.00039196079803980395
734,1,42,200,15000,0.0,0.0
735,1,42,200,50000,0.0002,0.00039196079803980395
736,1,42,200,150000,0.0,0.0
737,1,42,200,500000,0.0,0.0
738,1,42,600,1500,0.0212,0.00399287744104424
739,1,42,600,5000,0.0016,0.0011078560830721652
740,1,42,600,15000,0.0,0.0
741,1,42,600,50000,0.0,0.0
742,1,42,600,150000,0.0,0.0
743,1,42,600,500000,0.0,0.0
744,1,42,2000,1500,0.0518,0.00614307651288831
745,1,42,2000,5000,0.026,0.00441100166402145
746,1,42,2000,15000,0.004,0.0017495676265866374
747,1,42,2000,50000,0.0002,0.00039196079803980395
748,1,42,2000,150000,0.0,0.0
749,1,42,2000,500000,0.0,0.0
750,1,42,6000,1500,0.0648,0.0068235569600612256
751,1,42,6000,5000,0.042,0.005560047078937372
752,1,42,6000,15000,0.0252,0.0043443929457635385
753,1,42,6000,50000,0.0012,0.0009596236862437275
754,1,42,6000,150000,0.0002,0.00039196079803980395
755,1,42,6000,500000,0.0,0.0
756,1,44,20,1500,0.0,0.0
757,1,44,20,5000,0.0,0.0
758,1,44,20,15000,0.0,0.0
759,1,44,20,50000,0.0,0.0
760,1,44,20,150000,0.0,0.0
761,1,44,20,500000,0.0,0.0
762,1,44,60,1500,0.0,0.0
763,1,44,60,5000,0.0,0.0
764,1,44,60,15000,0.0,0.0
765,1,44,60,50000,0.0002,0.00039196079803980395
766,1,44,60,150000,0.0002,0.00039196079803980395
767,1,44,60,500000,0.0,0.0
768,1,44,200,1500,0.004,0.0017495676265866374
769,1,44,200,5000,0.0,0.0
770,1,44,200,15000,0.0,0.0
771,1,44,200,50000,0.0,0.0
772,1,44,200,150000,0.0,0.0
773,1,44,200,500000,0.0,0.0
774,1,44,600,1500,0.0178,0.003665059548111053
775,1,44,600,5000,0.0014,0.0010364082655015833
776,1,44,600,15000,0.0,0.0
777,1,44,600,50000,0.0002,0.00039196079803980395
778,1,44,600,150000,0.0,0.0
779,1,44,600,500000,0.0,0.0
780,1,44,2000,1500,0.0402,0.005444706433518708
781,1,44,2000,5000,0.0186,0.00374498918727411
782,1,44,2000,15000,0.0022,0.001298686001772561
783,1,44,2000,50000,0.0,0.0
784,1,44,2000,150000,0.0,0.0
785,1,44,2000,500000,0.0,0.0
786,1,44,6000,1500,0.049,0.005983556106530631
787,1,44,6000,5000,0.0372,0.005245786123280285
788,1,44,6000,15000,0.02,0.003880602015151773
789,1,44,6000,50000,0.0012,0.0009596236862437275
790,1,44,6000,150000,0.0,0.0
791,1,44,6000,500000,0.0,0.0
792,1,46,20,1500,0.0002,0.00039196079803980395
793,1,46,20,5000,0.0,0.0
794,1,46,20,15000,0.0002,0.00039196079803980395
795,1,46,20,50000,0.0,0.0
796,1,46,20,150000,0.0002,0.00039196079803980395
797,1,46,20,500000,0.0,0.0
798,1,46,60,1500,0.0,0.0
799,1,46,60,5000,0.0,0.0
800,1,46,60,15000,0.0,0.0
801,1,46,60,50000,0.0,0.0
802,1,46,60,150000,0.0,0.0
803,1,46,60,500000,0.0,0.0
804,1,46,200,1500,0.0014,0.0010364082655015833
805,1,46,200,5000,0.0,0.0
806,1,46,200,15000,0.0,0.0
807,1,46,200,50000,0.0,0.0
808,1,46,200,150000,0.0002,0.00039196079803980395
809,1,46,200,500000,0.0,0.0
810,1,46,600,1500,0.0136,0.0032104584614662123
811,1,46,600,5000,0.0022,0.001298686001772561
812,1,46,600,15000,0.0,0.0
813,1,46,600,50000,0.0002,0.00039196079803980395
814,1,46,600,150000,0.0,0.0
815,1,46,600,500000,0.0,0.0
816,1,46,2000,1500,0.0364,0.005191228634225235
817,1,46,2000,5000,0.016,0.003477992248409993
818,1,46,2000,15000,0.0022,0.001298686001772561
819,1,46,2000,50000,0.0,0.0
820,1,46,2000,150000,0.0,0.0
821,1,46,2000,500000,0.0,0.0
822,1,46,6000,1500,0.043,0.00562291172970019
823,1,46,6000,5000,0.035,0.005094115035999874
824,1,46,6000,15000,0.0162,0.0034993065168973125
825,1,46,6000,50000,0.002,0.001238372609516215
826,1,46,6000,150000,0.0002,0.00039196079803980395
827,1,46,6000,500000,0.0,0.0
828,1,48,20,1500,0.0,0.0
829,1,48,20,5000,0.0,0.0
830,1,48,20,15000,0.0,0.0
831,1,48,20,50000,0.0,0.0
832,1,48,20,150000,0.0,0.0
833,1,48,20,500000,0.0,0.0
834,1,48,60,1500,0.0002,0.00039196079803980395
835,1,48,60,5000,0.0,0.0
836,1,48,60,15000,0.0,0.0
837,1,48,60,50000,0.0,0.0
838,1,48,60,150000,0.0,0.0
839,1,48,60,500000,0.0,0.0
840,1,48,200,1500,0.0032,0.0015654891897422991
841,1,48,200,5000,0.0,0.0
842,1,48,200,15000,0.0,0.0
843,1,48,200,50000,0.0,0.0
844,1,48,200,150000,0.0,0.0
845,1,48,200,500000,0.0,0.0
846,1,48,600,1500,0.014,0.0032566684326163753
847,1,48,600,5000,0.0018,0.001174941123290865
848,1,48,600,15000,0.0,0.0
849,1,48,600,50000,0.0,0.0
850,1,48,600,150000,0.0,0.0
851,1,48,600,500000,0.0,0.0
852,1,48,2000,1500,0.0288,0.004635767537226171
853,1,48,2000,5000,0.011,0.002891116268848418
854,1,48,2000,15000,0.0014,0.0010364082655015833
855,1,48,2000,50000,0.0,0.0
856,1,48,2000,150000,0.0,0.0
857,1,48,2000,500000,0.0,0.0
858,1,48,6000,1500,0.0388,0.00535295771879435
859,1,48,6000,5000,0.0314,0.004834016467990154
860,1,48,6000,15000,0.0136,0.0032104584614662123
861,1,48,6000,50000,0.0008,0.0007836863372548995
862,1,48,6000,150000,0.0,0.0
863,1,48,6000,500000,0.0,0.0
864,1,50,20,1500,0.0,0.0
865,1,50,20,5000,0.0,0.0
866,1,50,20,15000,0.0,0.0
867,1,50,20,50000,0.0,0.0
868,1,50,20,150000,0.0,0.0
869,1,50,20,500000,0.0,0.0
870,1,50,60,1500,0.0,0.0
871,1,50,60,5000,0.0,0.0
872,1,50,60,15000,0.0,0.0
873,1,50,60,50000,0.0,0.0
874,1,50,60,150000,0.0,0.0
875,1,50,60,500000,0.0002,0.00039196079803980395
876,1,50,200,1500,0.002,0.001238372609516215
877,1,50,200,5000,0.0,0.0
878,1,50,200,15000,0.0002,0.00039196079803980395
879,1,50,200,50000,0.0002,0.00039196079803980395
880,1,50,200,150000,0.0,0.0
881,1,50,200,500000,0.0,0.0
882,1,50,600,1500,0.0138,0.0032336507447774873
883,1,50,600,5000,0.0006,0.0006787601968294841
884,1,50,600,15000,0.0,0.0
885,1,50,600,50000,0.0,0.0
886,1,50,600,150000,0.0,0.0
887,1,50,600,500000,0.0,0.0
888,1,50,2000,1500,0.025,0.004327562824500645
889,1,50,2000,5000,0.0104,0.0028120146708009897
890,1,50,2000,15000,0.0012,0.0009596236862437275
891,1,50,2000,50000,0.0,0.0
892,1,50,2000,150000,0.0,0.0
893,1,50,2000,500000,0.0,0.0
894,1,50,6000,1500,0.0324,0.004907852523945682
895,1,50,6000,5000,0.022,0.004065854537486554
896,1,50,6000,15000,0.0108,0.002865002470365427
897,1,50,6000,50000,0.0006,0.0006787601968294841
898,1,50,6000,150000,0.0,0.0
899,1,50,6000,500000,0.0,0.0
900,2,2,20,1500,0.4666,0.01382833659341571
901,2,2,20,5000,0.2838,0.012496673497343203
902,2,2,20,15000,0.2608,0.01217042773098793
903,2,2,20,50000,0.3308,0.013041627326189013
904,2,2,20,150000,0.42,0.013680743839426275
905,2,2,20,500000,0.3974,0.013564368019071142
906,2,2,60,1500,0.7556,0.011911532625350944
907,2,2,60,5000,0.4574,0.013808898710498242
908,2,2,60,15000,0.2886,0.012559610261978674
909,2,2,60,50000,0.2924,0.012608216727071278
910,2,2,60,150000,0.365,0.01334456323751362
911,2,2,60,500000,0.4678,0.013830523312268412
912,2,2,200,1500,0.9358,0.006794071353408059
913,2,2,200,5000,0.7584,0.01186502605731652
914,2,2,200,15000,0.5362,0.013822921642662958
915,2,2,200,50000,0.3478,0.013201590439458422
916,2,2,200,150000,0.3324,0.013057491167785639
917,2,2,200,500000,0.4198,0.013679844115603074
918,2,2,600,1500,0.9712,0.004635767537226175
919,2,2,600,5000,0.9302,0.007062963275226623
920,2,2,600,15000,0.7736,0.011600254328798142
921,2,2,600,50000,0.5528,0.013781801289062326
922,2,2,600,150000,0.3924,0.013534569643575668
923,2,2,600,500000,0.3832,0.013475844840424661
924,2,2,2000,1500,0.9818,0.0037052564935777382
925,2,2,2000,5000,0.9718,0.0045886408884548814
926,2,2,2000,15000,0.933,0.006930256237687028
927,2,2,2000,50000,0.7958,0.011173800304068442
928,2,2,2000,150000,0.567,0.013734300547170212
929,2,2,2000,500000,0.3976,0.013565529141054543
930,2,2,6000,1500,0.982,0.003685216997681414
931,2,2,6000,5000,0.9802,0.003861544228310745
932,2,2,6000,15000,0.9726,0.004524946859002875
933,2,2,6000,50000,0.9278,0.007174090518748702
934,2,2,6000,150000,0.7906,0.01127814860891627
935,2,2,6000,500000,0.5326,0.013829803333265445
936,2,4,20,1500,0.1954,0.010990649623602782
937,2,4,20,5000,0.0664,0.00690137347582349
938,2,4,20,15000,0.0458,0.005794600696786621
939,2,4,20,50000,0.0836,0.007672144045363068
940,2,4,20,150000,0.1174,0.00892251073615493
941,2,4,20,500000,0.1302,0.009327951148414103
942,2,4,60,1500,0.4804,0.013848640445502223
943,2,4,60,5000,0.1688,0.010382694071347764
944,2,4,60,15000,0.0616,0.006664313592621524
945,2,4,60,50000,0.0506,0.00607534494533438
946,2,4,60,150000,0.0974,0.008218606971792726
947,2,4,60,500000,0.1408,0.009640943345710522
948,2,4,200,1500,0.8372,0.010233233391807301
949,2,4,200,5000,0.5074,0.013857774958369038
950,2,4,200,15000,0.2302,0.011668436905909891
951,2,4,200,50000,0.0958,0.008158044596298798
952,2,4,200,150000,0.0826,0.007630279748266115
953,2,4,200,500000,0.1216,0.00905907844213748
954,2,4,600,1500,0.917,0.007647065026531419
955,2,4,600,5000,0.818,0.01069506467114622
956,2,4,600,15000,0.5214,0.013846593089016517
957,2,4,600,50000,0.2322,0.011703782187446927
958,2,4,600,150000,0.1118,0.00873468716802153
959,2,4,600,500000,0.1054,0.008511494474462167
960,2,4,2000,1500,0.9414,0.006510389531571823
961,2,4,2000,5000,0.9176,0.0076218671988430775
962,2,4,2000,15000,0.8244,0.010546353313103064
963,2,4,2000,50000,0.5342,0.013826834134942099
964,2,4,2000,150000,0.2534,0.012056419958710794
965,2,4,2000,500000,0.1186,0.008961896764234678
966,2,4,6000,1500,0.9456,0.006286721922019456
967,2,4,6000,5000,0.941,0.006531183512963025
968,2,4,6000,15000,0.9206,0.007494053784488073
969,2,4,6000,50000,0.8086,0.010904579031434455
970,2,4,6000,150000,0.5208,0.01384729554949991
